ENTRYTYPE,ID,abstract,author,doi,eprint,journal,number,pages,title,url,volume,year,note
article,doi:10.1177/14614448241251804,"TikTok has emerged as a powerful platform for the dissemination of mis- and disinformation about the war in Ukraine. During the initial three months after the Russian invasion in February 2022, videos under the hashtag #Ukraine garnered 36.9 billion views, with individual videos scaling up to 88 million views. Beyond the traditional methods of spreading misleading information through images and text, the medium of sound has emerged as a novel, platform-specific audiovisual technique. Our analysis distinguishes various war-related sounds utilized by both Ukraine and Russia and classifies them into a mis- and disinformation typology. We use computational propaganda features—automation, scalability, and anonymity—to explore how TikTok’s auditory practices are exploited to exacerbate information disorders in the context of ongoing war events. These practices include reusing sounds for coordinated campaigns, creating audio meme templates for rapid amplification and distribution, and deleting the original sounds to conceal the orchestrators’ identities. We conclude that TikTok’s recommendation system (the “for you” page) acts as a sound space where exposure is strategically navigated through users’ intervention, enabling semi-automated “soft” propaganda to thrive by leveraging its audio features.",Marcus Bösch and Tom Divon,10.1177/14614448241251804,https://doi-org.crai.referencistas.com/10.1177/14614448241251804,New Media & Society,9,5081–5106,"The sound of disinformation: TikTok, computational propaganda, and the invasion of Ukraine",https://doi-org.crai.referencistas.com/10.1177/14614448241251804,26,2024a,
article,doi:10.1177/27538699221128218,"Design research has much to contribute to and much to gain from the emerging field of possibility studies. In this short essay, I discuss these opportunities with respect to four topics: (1) processes of mediation and representation, (2) systems perspectives on creative work, (3) methodological options for investigation, and (4) educational challenges that should be addressed. Considering design research’s contributions to each of these topics raises interesting questions that possibility studies might address as it develops. Conversely, possibility studies is already raising issues that design research should also attend to.",Nathan Crilly,10.1177/27538699221128218,https://doi-org.crai.referencistas.com/10.1177/27538699221128218,Possibility Studies & Society,1–2,46–50,Design research and the study of the possible,https://doi-org.crai.referencistas.com/10.1177/27538699221128218,1,2023b,
article,doi:10.1177/0265532210378031,"The authors present a model of lexical proficiency based on lexical indices related to vocabulary size, depth of lexical knowledge, and accessibility to core lexical items. The lexical indices used in this study come from the computational tool Coh-Metrix and include word length scores, lexical diversity values, word frequency counts, hypernymy values, polysemy values, semantic co-referentiality, word meaningfulness, word concreteness, word imagability, and word familiarity. Human raters evaluated a corpus of 240 written texts using a standardized rubric of lexical proficiency. To ensure a variety of text levels, the corpus comprised 60 texts each from beginning, intermediate, and advanced second language (L2) adult English learners. The L2 texts were collected longitudinally from 10 English learners. In addition, 60 texts from native English speakers were collected. The holistic scores from the trained human raters were then correlated to a variety of lexical indices. The researchers found that lexical diversity, word hypernymy values and content word frequency explain 44% of the variance of the human evaluations of lexical proficiency in the examined writing samples. The findings represent an important step in the development of a model of lexical proficiency that incorporates both vocabulary size and depth of lexical knowledge features.",Scott A. Crossley and Tom Salsbury and Danielle S. McNamara and Scott Jarvis,10.1177/0265532210378031,https://doi-org.crai.referencistas.com/10.1177/0265532210378031,Language Testing,4,561–580,Predicting lexical proficiency in language learner texts using computational indices,https://doi-org.crai.referencistas.com/10.1177/0265532210378031,28,2011c,
article,doi:10.1177/17470161241247686,"Recital 33 GDPR has often been interpreted as referring to ‘broad consent’. This version of informed consent was intended to allow data subjects to provide their consent for certain areas of research, or parts of research projects, conditional to the research being in line with ‘recognised ethical standards’. In this article, we argue that broad consent is applicable in the emerging field of Computational Social Science (CSS), which lies at the intersection of data science and social science. However, the lack of recognised ethical standards specific to CSS poses a practical barrier to the use of broad consent in this field and other fields that lack recognised ethical standards. Upon examining existing research ethics standards in social science and data science, we argue that they are insufficient for CSS. We further contend that the fragmentation of European Union (EU) law and research ethics sources makes it challenging to establish universally recognised ethical standards for scientific research. As a result, CSS researchers and other researchers in emerging fields that lack recognised ethical standards are left without sufficient guidance on the use of broad consent as provided for in the GDPR. We conclude that responsible EU bodies should provide additional guidance to facilitate the use of broad consent in CSS research.",Seliem El-Sayed and Filip Paspalj,10.1177/17470161241247686,https://doi-org.crai.referencistas.com/10.1177/17470161241247686,Research Ethics,3,433–452,"No recognised ethical standards, no broad consent: navigating the quandary in computational social science research",https://doi-org.crai.referencistas.com/10.1177/17470161241247686,20,2024d,
article,doi:10.1177/0143624418759783,"People spend most of their time indoors; therefore, maintaining a good indoor air quality and meeting the requirements of comfort and energy efficiency are essential. One of the most widespread strategies to achieve this objective is improving ventilation efficiency; therefore, the main aim of this study was to show an optimization of the ventilation efficiency, in a specific room, considering 47 variations (case studies) in the furniture arrangement. For this purpose, a numerical analysis using computational fluid dynamics techniques, validated by the tracer gas decay technique, was used to assess the distribution of the age of air within the space. The concept of “age of air” was implemented in the computational fluid dynamics code through user-defined functions, using the steady-state method based on the resolution of a transport equation for an additional scalar. Variations up to 5.75% in the ventilation efficiency between the cases studied have been achieved. It is concluded that an improvement up to 1.65% can be obtained when the elements of the study are introduced in a way that facilitates the air movement towards the exhaust; therefore, improvement of the ventilation efficiency through specific furniture distributions is possible, although not significant, according to the outcomes.",Susana Hormigos-Jimenez and Miguel Ángel Padilla-Marcos and Alberto Meiss and Roberto Alonso Gonzalez-Lezcano and Jesús Feijó-Muñoz,10.1177/0143624418759783,https://doi-org.crai.referencistas.com/10.1177/0143624418759783,Building Services Engineering Research and Technology,5,557–571,Computational fluid dynamics evaluation of the furniture arrangement for ventilation efficiency,https://doi-org.crai.referencistas.com/10.1177/0143624418759783,39,2018e,
article,doi:10.4137/BBI.S8971,"Computational design of small molecule putative inhibitors of Polo-like kinase 1 (Plk1) is presented. Plk1, which regulates the cell cycle, is often over expressed in cancers. Down regulation of Plk1 has been shown to inhibit tumor progression. Most kinase inhibitors interact with the ATP binding site on Plk1, which is highly conserved. This makes the development of Plk1-specific inhibitors challenging, since different kinases have similar ATP sites. However, Plk1 also contains a unique region called the polo-box domain (PBD), which is absent from other kinases. In this study, the PBD site was used as a target for designed Plk1 putative inhibitors. Common structural features of several experimentally known Plk1 ligands were first identified. The findings were used to design small molecules that specifically bonded Plk1. Drug likeness and possible toxicities of the molecules were investigated. Molecules with no implied toxicities and optimal drug likeness values were used for docking studies. Several molecules were identified that made stable complexes only with Plk1 and LYN kinases, but not with other kinases. One molecule was found to bind exclusively the PBD site of Plk1. Possible utilization of the designed molecules in drugs against cancers with over expressed Plk1 is discussed.",Krupa S. Jani and D.S. Dalafave,10.4137/BBI.S8971,https://doi-org.crai.referencistas.com/10.4137/BBI.S8971,Bioinformatics and Biology Insights, ,BBI.S8971,Computational Design of Targeted Inhibitors of Polo-Like Kinase 1 (Plk1),https://doi-org.crai.referencistas.com/10.4137/BBI.S8971,6,2012f,PMID:22399850
article,doi:10.1177/10762175211070350,"A phenomenon from the natural world, cricket chirping behavior in relation to ambient temperature, is used as the springboard for engaging the curiosity of gifted students in an interdisciplinary classroom curriculum. Mathematics and science standards and disciplinary practices are prominent in the investigation, while other disciplines deepen the experience. An analysis of the cricket project in terms of the Parallel Curriculum (core, connections, practice, and identity) provides an interesting lens for examining interdisciplinarity (see Tomlinson, C. A., Kaplan, S. N., Renzulli, and J. S., et al. (2009). Parallel curriculum: A design to develop learner potential and challenge advanced learners. Corwin Press).",Kim Krusen McComas,10.1177/10762175211070350,https://doi-org.crai.referencistas.com/10.1177/10762175211070350,Gifted Child Today,2,105–109,Investigating Crickets: Jumping Across the Disciplines in a Naturally Interdisciplinary Project,https://doi-org.crai.referencistas.com/10.1177/10762175211070350,45,2022g,
article,doi:10.1177/1748048520928334,"This study uses diachronic computational analysis enhanced with a qualitative approach to examine ongoing changes in communication studies, comparing trends in two European media studies journals and three major International Communication Association journals. We analyze the titles, keywords, and abstracts of 2,585 articles published between 1994–2007 and 2008–2016. We find differences between topics in the two periods in each of the journals’ groups and between the two groups themselves. In the European group, we find centrality of topics related to media change and media logic. In the ICA journals, we find a strengthening of scholarly engagement with effects studies. At the same time, we find evidence of erosion of the place of cultural studies as a distinctive research stream.",Oren Soffer and Dorit Geifman,10.1177/1748048520928334,https://doi-org.crai.referencistas.com/10.1177/1748048520928334,International Communication Gazette,8,753–775,Comparing research topics in European and International Communication Association journals: Computational analysis,https://doi-org.crai.referencistas.com/10.1177/1748048520928334,83,2021h,
article,doi:10.7227/IJMEE.42.1.7,"This paper reports the development of a computational fluid dynamics (CFD) model of a spark ignition (SI) engine and the application of the engine model into an undergraduate internal combustion (IC) course. This two-dimensional (2D) four-stroke SI engine model simulates the combustion of the fuel, heptane, in the engine cylinder based on realistic boundary conditions. The development of the model helps engineering students better understand the combined effects of chemical reactions, species transport, flow patterns and temperature distributions in the SI engine. This model has been applied in a practical session in an undergraduate engineering course since 2012. To the best knowledge of the authors, this is the first time that CFD engine models are used as a hands-on tool in IC engine courses. Feedback from students is quite positive.",Zhao Feng Tian and John Abraham,10.7227/IJMEE.42.1.7,https://doi-org.crai.referencistas.com/10.7227/IJMEE.42.1.7,International Journal of Mechanical Engineering Education,1,73–83,Application of Computational Fluid Dynamics (CFD) in Teaching Internal Combustion Engines,https://doi-org.crai.referencistas.com/10.7227/IJMEE.42.1.7,42,2014i,
article,doi:10.1177/1475472X221079557,"Broadband noise due to the turbulence-aerofoil interaction, which is also called the leading edge noise, is one of the major noise sources of aircraft (including the engine). To study the noise properties numerically is a popular approach with the increasing power of computers. Conventional approaches of using body-fitted grids at the boundaries would be convoluted due to the complex geometries, which can constrain the efficiency of parametric studies. A promising approach to tackle this issue is to use the immersed boundary method (IBM). Among various IBM variants, the volume penalization (VP) approach employs a masking function to identify the immersed solid boundary, and continuous forcing terms are added to the original flow governing equations to account for the boundary conditions. It is, therefore, efficient and easy to implement into the existing computational aeroacoustics solvers. In this work, the VP-based IBM is used to simulate the leading edge noise by combining with the advanced synthetic turbulence method. The simulations are conducted for both the isolated aerofoils and cascade, and the results are compared with the well-validated body-fitted grid solutions. The viscosity effect is also highlighted by comparing the results obtained by solving both Euler and Navier–Stokes equations.",Wei Ying and Ryu Fattah and Sinforiano Cantos and Siyang Zhong and Tatiana Kozubskaya,10.1177/1475472X221079557,https://doi-org.crai.referencistas.com/10.1177/1475472X221079557,International Journal of Aeroacoustics,1–2,74–94,Computational aeroacoustics of aerofoil leading edge noise using the volume penalization-based immersed boundary methods,https://doi-org.crai.referencistas.com/10.1177/1475472X221079557,21,2022j,
article,doi:10.1177/14614448241251804,"TikTok has emerged as a powerful platform for the dissemination of mis- and disinformation about the war in Ukraine. During the initial three months after the Russian invasion in February 2022, videos under the hashtag #Ukraine garnered 36.9 billion views, with individual videos scaling up to 88 million views. Beyond the traditional methods of spreading misleading information through images and text, the medium of sound has emerged as a novel, platform-specific audiovisual technique. Our analysis distinguishes various war-related sounds utilized by both Ukraine and Russia and classifies them into a mis- and disinformation typology. We use computational propaganda features—automation, scalability, and anonymity—to explore how TikTok’s auditory practices are exploited to exacerbate information disorders in the context of ongoing war events. These practices include reusing sounds for coordinated campaigns, creating audio meme templates for rapid amplification and distribution, and deleting the original sounds to conceal the orchestrators’ identities. We conclude that TikTok’s recommendation system (the “for you” page) acts as a sound space where exposure is strategically navigated through users’ intervention, enabling semi-automated “soft” propaganda to thrive by leveraging its audio features.",Marcus Bösch and Tom Divon,10.1177/14614448241251804,https://doi-org.crai.referencistas.com/10.1177/14614448241251804,New Media & Society,9,5081–5106,"The sound of disinformation: TikTok, computational propaganda, and the invasion of Ukraine",https://doi-org.crai.referencistas.com/10.1177/14614448241251804,26,2024a,
article,doi:10.1177/089443939401200410,"Computational organization theory is a growing interdisciplinary area centered on the development of organization theory through the use of computational techniques. Research in this area grows out of work in many scientific areas including sociology, psychology, classic organization theory, and distributed artificial intelligence. The research in this area is united by a view of organizations as collections of processes and intelligent adaptive agents that are task oriented, socially situated, and technologically bound. This paper reviews this growing area and discusses both issues involved in the development of models in this area and theoretical issues that are being explored by work in this area. Keywords’ simulation, organization theory, organizational learning, social networks, expert systems, computers.",Kathleen Carley,10.1177/089443939401200410,https://doi-org.crai.referencistas.com/10.1177/089443939401200410,Social Science Computer Review,4,611–624,Sociology: Computational Organization Theory,https://doi-org.crai.referencistas.com/10.1177/089443939401200410,12,1994b,
article,doi:10.1177/27538699221128218,"Design research has much to contribute to and much to gain from the emerging field of possibility studies. In this short essay, I discuss these opportunities with respect to four topics: (1) processes of mediation and representation, (2) systems perspectives on creative work, (3) methodological options for investigation, and (4) educational challenges that should be addressed. Considering design research’s contributions to each of these topics raises interesting questions that possibility studies might address as it develops. Conversely, possibility studies is already raising issues that design research should also attend to.",Nathan Crilly,10.1177/27538699221128218,https://doi-org.crai.referencistas.com/10.1177/27538699221128218,Possibility Studies & Society,1–2,46–50,Design research and the study of the possible,https://doi-org.crai.referencistas.com/10.1177/27538699221128218,1,2023c,
article,doi:10.1177/0265532210378031,"The authors present a model of lexical proficiency based on lexical indices related to vocabulary size, depth of lexical knowledge, and accessibility to core lexical items. The lexical indices used in this study come from the computational tool Coh-Metrix and include word length scores, lexical diversity values, word frequency counts, hypernymy values, polysemy values, semantic co-referentiality, word meaningfulness, word concreteness, word imagability, and word familiarity. Human raters evaluated a corpus of 240 written texts using a standardized rubric of lexical proficiency. To ensure a variety of text levels, the corpus comprised 60 texts each from beginning, intermediate, and advanced second language (L2) adult English learners. The L2 texts were collected longitudinally from 10 English learners. In addition, 60 texts from native English speakers were collected. The holistic scores from the trained human raters were then correlated to a variety of lexical indices. The researchers found that lexical diversity, word hypernymy values and content word frequency explain 44% of the variance of the human evaluations of lexical proficiency in the examined writing samples. The findings represent an important step in the development of a model of lexical proficiency that incorporates both vocabulary size and depth of lexical knowledge features.",Scott A. Crossley and Tom Salsbury and Danielle S. McNamara and Scott Jarvis,10.1177/0265532210378031,https://doi-org.crai.referencistas.com/10.1177/0265532210378031,Language Testing,4,561–580,Predicting lexical proficiency in language learner texts using computational indices,https://doi-org.crai.referencistas.com/10.1177/0265532210378031,28,2011d,
article,doi:10.1177/17470161241247686,"Recital 33 GDPR has often been interpreted as referring to ‘broad consent’. This version of informed consent was intended to allow data subjects to provide their consent for certain areas of research, or parts of research projects, conditional to the research being in line with ‘recognised ethical standards’. In this article, we argue that broad consent is applicable in the emerging field of Computational Social Science (CSS), which lies at the intersection of data science and social science. However, the lack of recognised ethical standards specific to CSS poses a practical barrier to the use of broad consent in this field and other fields that lack recognised ethical standards. Upon examining existing research ethics standards in social science and data science, we argue that they are insufficient for CSS. We further contend that the fragmentation of European Union (EU) law and research ethics sources makes it challenging to establish universally recognised ethical standards for scientific research. As a result, CSS researchers and other researchers in emerging fields that lack recognised ethical standards are left without sufficient guidance on the use of broad consent as provided for in the GDPR. We conclude that responsible EU bodies should provide additional guidance to facilitate the use of broad consent in CSS research.",Seliem El-Sayed and Filip Paspalj,10.1177/17470161241247686,https://doi-org.crai.referencistas.com/10.1177/17470161241247686,Research Ethics,3,433–452,"No recognised ethical standards, no broad consent: navigating the quandary in computational social science research",https://doi-org.crai.referencistas.com/10.1177/17470161241247686,20,2024e,
article,doi:10.1177/1745691620970585,"Psychology endeavors to develop theories of human capacities and behaviors on the basis of a variety of methodologies and dependent measures. We argue that one of the most divisive factors in psychological science is whether researchers choose to use computational modeling of theories (over and above data) during the scientific-inference process. Modeling is undervalued yet holds promise for advancing psychological science. The inherent demands of computational modeling guide us toward better science by forcing us to conceptually analyze, specify, and formalize intuitions that otherwise remain unexamined—what we dub open theory. Constraining our inference process through modeling enables us to build explanatory and predictive theories. Here, we present scientific inference in psychology as a path function in which each step shapes the next. Computational modeling can constrain these steps, thus advancing scientific inference over and above the stewardship of experimental practice (e.g., preregistration). If psychology continues to eschew computational modeling, we predict more replicability crises and persistent failure at coherent theory building. This is because without formal modeling we lack open and transparent theorizing. We also explain how to formalize, specify, and implement a computational model, emphasizing that the advantages of modeling can be achieved by anyone with benefit to all.",Olivia Guest and Andrea E. Martin,10.1177/1745691620970585,https://doi-org.crai.referencistas.com/10.1177/1745691620970585,Perspectives on Psychological Science,4,789–802,How Computational Modeling Can Force Theory Building in Psychological Science,https://doi-org.crai.referencistas.com/10.1177/1745691620970585,16,2021f,PMID:33482070
article,doi:10.1177/0143624418759783,"People spend most of their time indoors; therefore, maintaining a good indoor air quality and meeting the requirements of comfort and energy efficiency are essential. One of the most widespread strategies to achieve this objective is improving ventilation efficiency; therefore, the main aim of this study was to show an optimization of the ventilation efficiency, in a specific room, considering 47 variations (case studies) in the furniture arrangement. For this purpose, a numerical analysis using computational fluid dynamics techniques, validated by the tracer gas decay technique, was used to assess the distribution of the age of air within the space. The concept of “age of air” was implemented in the computational fluid dynamics code through user-defined functions, using the steady-state method based on the resolution of a transport equation for an additional scalar. Variations up to 5.75% in the ventilation efficiency between the cases studied have been achieved. It is concluded that an improvement up to 1.65% can be obtained when the elements of the study are introduced in a way that facilitates the air movement towards the exhaust; therefore, improvement of the ventilation efficiency through specific furniture distributions is possible, although not significant, according to the outcomes.",Susana Hormigos-Jimenez and Miguel Ángel Padilla-Marcos and Alberto Meiss and Roberto Alonso Gonzalez-Lezcano and Jesús Feijó-Muñoz,10.1177/0143624418759783,https://doi-org.crai.referencistas.com/10.1177/0143624418759783,Building Services Engineering Research and Technology,5,557–571,Computational fluid dynamics evaluation of the furniture arrangement for ventilation efficiency,https://doi-org.crai.referencistas.com/10.1177/0143624418759783,39,2018g,
article,doi:10.1177/10762175211070350,"A phenomenon from the natural world, cricket chirping behavior in relation to ambient temperature, is used as the springboard for engaging the curiosity of gifted students in an interdisciplinary classroom curriculum. Mathematics and science standards and disciplinary practices are prominent in the investigation, while other disciplines deepen the experience. An analysis of the cricket project in terms of the Parallel Curriculum (core, connections, practice, and identity) provides an interesting lens for examining interdisciplinarity (see Tomlinson, C. A., Kaplan, S. N., Renzulli, and J. S., et al. (2009). Parallel curriculum: A design to develop learner potential and challenge advanced learners. Corwin Press).",Kim Krusen McComas,10.1177/10762175211070350,https://doi-org.crai.referencistas.com/10.1177/10762175211070350,Gifted Child Today,2,105–109,Investigating Crickets: Jumping Across the Disciplines in a Naturally Interdisciplinary Project,https://doi-org.crai.referencistas.com/10.1177/10762175211070350,45,2022h,
article,doi:10.1177/09610006221124619,"Presentation of data is a major component to academic research. However, programming languages, computational tools, and methods for exploring and analyzing data can be time consuming and frustrating to learn and finding help with these stages of the broader research process can be daunting. In this work, we highlight the impacts that computational research support programs housed in library contexts can have for fulfilling gaps in student, staff, and faculty research needs. The archival history of one such organization, Software and Services for Data Science (SSDS) in the Stanford University Cecil H. Green Library, is used to outline challenges faced by social sciences and humanities researchers from the 1980s to the present day. To compliment this history, participation metrics from consulting services (1999–2021) and workshops (2000–2021) are presented along with updated workshop participant feedback forms (n = 99) and further illustrate the profound impacts that these services can have for helping researchers succeed. Consulting and workshop metrics indicate that SSDS has supported at least 27,031 researchers between 1999 and 2021 (average of more than 1175 per year). A t-test on the feedback form data indicates that participant knowledge in workshops statistically significantly increased more than one scale point from workshop start to completion. Results also indicate that despite our successes, many past challenges continue to present barriers regardless of exponential advances in computing, teaching, and learning—specifically around learning to access data and learning the software and tools to use it. We hope that our story helps other institutions understand how indispensable computational research support is within the library.",Evan Muzzall and Vijoy Abraham and Ron Nakao,10.1177/09610006221124619,https://doi-org.crai.referencistas.com/10.1177/09610006221124619,Journal of Librarianship and Information Science,1,267–283,A perspective on computational research support programs in the library: More than 20 years of data from Stanford University Libraries,https://doi-org.crai.referencistas.com/10.1177/09610006221124619,56,2024i,
article,doi:10.1177/1475472X221079557,"Broadband noise due to the turbulence-aerofoil interaction, which is also called the leading edge noise, is one of the major noise sources of aircraft (including the engine). To study the noise properties numerically is a popular approach with the increasing power of computers. Conventional approaches of using body-fitted grids at the boundaries would be convoluted due to the complex geometries, which can constrain the efficiency of parametric studies. A promising approach to tackle this issue is to use the immersed boundary method (IBM). Among various IBM variants, the volume penalization (VP) approach employs a masking function to identify the immersed solid boundary, and continuous forcing terms are added to the original flow governing equations to account for the boundary conditions. It is, therefore, efficient and easy to implement into the existing computational aeroacoustics solvers. In this work, the VP-based IBM is used to simulate the leading edge noise by combining with the advanced synthetic turbulence method. The simulations are conducted for both the isolated aerofoils and cascade, and the results are compared with the well-validated body-fitted grid solutions. The viscosity effect is also highlighted by comparing the results obtained by solving both Euler and Navier–Stokes equations.",Wei Ying and Ryu Fattah and Sinforiano Cantos and Siyang Zhong and Tatiana Kozubskaya,10.1177/1475472X221079557,https://doi-org.crai.referencistas.com/10.1177/1475472X221079557,International Journal of Aeroacoustics,1–2,74–94,Computational aeroacoustics of aerofoil leading edge noise using the volume penalization-based immersed boundary methods,https://doi-org.crai.referencistas.com/10.1177/1475472X221079557,21,2022j,
article,doi:10.1177/14703572241247836,"Images are today at the centre of multiple social and technological tensions as a consequence of the adoption of digital coding, of the massive diffusion of social networks and of the algorithmic processing to which they are subject, resulting in new opportunities for developing analytical inquiries and meaning-producing social actions. In this introduction, the authors intend to reconstruct the broad context that makes images one of the most important resources of the digital era and to focus on some of the research tracks that characterize it. In the first part, they begin by focusing on the relationship between images and the digital, which they retrace in accordance with the selection of three key moments: the transition from ontology to the epistemology of digital media; the opening, by social networks and portable devices, of a field for the computational study of contemporary cultures; and, finally, the analytical potential arising from the encounter between digital archives and computer algorithms. In the second part, they present the three axes around which this issue is structured: archives, identity and algorithms. They first of all discuss the concept of the archive, by presenting four different understandings it has come to bear in conjunction with digital encoding – the archive as heritage, resource, effect and as database. They go on to address the relation between images and identities, arguing that social platforms and visual apps are a new domain for identity experimentation and social aggregation. Finally, they discuss the issue of algorithms and more generally of the new computational economy that associates large amounts of data with their mobilization as operational images.",Enzo D’Armenio and Maria Giulia Dondero,10.1177/14703572241247836,https://doi-org.crai.referencistas.com/10.1177/14703572241247836,Visual Communication,3,405–425,"Introduction: hyper-visuality: images in the era of social platforms, digital archives and computational economies",https://doi-org.crai.referencistas.com/10.1177/14703572241247836,23,2024a,
article,doi:10.1057/jit.2011.2,"Research on information technology has been focused primarily on the worlds of IT and management systems for business and government to the relative neglect of research on the digital and institutional infrastructures that underpin the research enterprise itself. When digital research is studied, the emphasis has been on the diffusion of technological innovations, rather than the social and political dynamics shaping the design and role of technologies in research. However, what researchers know, and with whom they collaborate, could be transformed through the strategic use of advances designed to support research, defined here as ‘research-centred computational networks’. This article presents a framework for conceptualizing the social and technological choices shaping the next generation of research in ways that could open – democratize – key aspects of the research process that move well beyond academic publication. The framework highlights the limited scope of innovation to date, and identifies a variety of factors that maintain and enhance institutional control over the research process, at the risk of losing the creative and productive bottom-up participation by networked researchers and citizen researchers among the public at large. Conceptualizing, prioritizing and advancing study of next generation research is one of the most significant but difficult challenges facing scholars of information technology.",William H Dutton,10.1057/jit.2011.2,https://doi-org.crai.referencistas.com/10.1057/jit.2011.2,Journal of Information Technology,2,109–119,The Politics of Next Generation Research Democratizing Research-Centred Computational Networks,https://doi-org.crai.referencistas.com/10.1057/jit.2011.2,26,2011b,
article,doi:10.1068/p7275,"Marr proposed that human vision constructs “a true description of what is there”. He argued that to understand human vision one must discover the features of the world it recovers and the constraints it uses in the process. Bayesian decision theory (BDT) is used in modern vision research as a probabilistic framework for understanding human vision along the lines laid out by Marr. Marr’s contribution to vision research is substantial and justly influential. We propose, however, that evolution by natural selection does not, in general, favor perceptions that are true descriptions of the objective world. Instead, research with evolutionary games shows that perceptual systems tuned solely to fitness routinely outcompete those tuned to truth. Fitness functions depend not just on the true state of the world, but also on the organism, its state, and the type of action. Thus, fitness and truth are distinct. Natural selection depends only on expected fitness. It shapes perceptual systems to guide fitter behavior, not to estimate truth. To study perception in an evolutionary context, we introduce the framework of Computational Evolutionary Perception (CEP). We show that CEP subsumes BDT, and reinterprets BDT as evaluating expected fitness rather than estimating truth.",Donald D Hoffman and Manish Singh,10.1068/p7275,https://doi-org.crai.referencistas.com/10.1068/p7275,Perception,9,1073–1091,Computational Evolutionary Perception,https://doi-org.crai.referencistas.com/10.1068/p7275,41,2012c,PMID:23409373
article,doi:10.1177/1468087420931730,"One of the major limitations of reactivity controlled compression ignition is higher unburned hydrocarbon and carbon monoxide emissions and lower thermal efficiency at part load operating conditions. In the present study, a combined numerical approach using a commercial three-dimensional computational fluid dynamics code CONVERGE along with artificial neural network and genetic algorithm is presented to address the above limitation. A production light-duty diesel engine is modified to run in reactivity controlled compression ignition by replacing an existing mechanical fuel injection system with a flexible electronic port fuel injection and common rail direct injection systems. The injection schedules of port fuel injection and direct injection injectors are controlled using National Instruments port and direct injection driver modules. Upon validation of combustion and emission parameters, parametric investigations are carried out to establish the effects of direct-injected diesel fuel timing start of injection (SOI), premixed fuel ratio and intake charge temperature on the engine performance and emissions in reactivity controlled compression ignition. The results obtained show that the start of injection timing and intake charge temperature significantly influence combustion phasing, while the premixed fuel ratio controls mixture reactivity and combustion quality. By utilizing the data generated with the validated computational fluid dynamics models, the artificial neural network models are trained to predict the engine exhaust emissions and efficiency. The artificial neural network models for gross indicated efficiency and oxides of nitrogen (NOx) are then coupled with genetic algorithm to maximize gross indicated efficiency while keeping the NOx and soot emissions within Euro VI emission limits. By optimizing the start of injection timing, premixed fuel ratio and intake charge temperature simultaneously using the artificial neural network models coupled with genetic algorithm, 19% improvement in gross indicated efficiency, 60% and 64% reduction in hydrocarbon and carbon monoxide emissions, respectively, are obtained in reactivity controlled compression ignition compared to the baseline case.",Avilash Jain and Anand Krishnasamy and Pradeep V,10.1177/1468087420931730,https://doi-org.crai.referencistas.com/10.1177/1468087420931730,International Journal of Engine Research,7,2213–2232,Computational optimization of reactivity controlled compression ignition combustion to achieve high efficiency and clean combustion,https://doi-org.crai.referencistas.com/10.1177/1468087420931730,22,2021d,
article,doi:10.1243/095765005X31261,"Abstract A typical centrifugal impeller characterized by a low flow coefficient and cylindrical blades is redesigned by means of an intelligent automatic search program. The procedure consists of a feasible sequential quadratic programming algorithm (Fletcher, R. Practical Methods of optimization, 2000 (Wiley)) coupled to a lazy learning (LL) interpolator 1 to speed-up the process. The program is able to handle geometric constraints to reduce the computational effort devoted to the analysis of non-physical configurations. The objective function evaluator is an in-house developed structured computational fluid dynamics (CFD) code. The LL approx-imator is called each time the stored database can provide a sufficiently accurate performance estimate for a given geometry, thus reducing the effective CFD computations. The impeller is represented by 25 geometric parameters describing the vane in the meridional and s-0 planes, the blade thickness, and the leading edge shape. The optimization is carried out on the impeller design point maximizing the polytropic efficiency with nearly constant flow coefficient and polytropic head. The optimization is accomplished by maintaining unaltered those geometrical parameters which have to be kept fixed in order to make the impeller fit the original stage. The optimization, carried out on a cluster of 16 PCs, is self-learning and leads to a geometry presenting an increased design point efficiency. The program is completely general and can be applied to any component which can be described by a finite number of geometrical parameters and computed by any numerical instrument to provide performance indices. The work presented in this paper was done under the METHOD EC funded project for the implementation of new technologies for optimization of centrifugal compressors.",F Martelli and S Pazzi and V Michelassi,10.1243/095765005X31261,https://doi-org.crai.referencistas.com/10.1243/095765005X31261,"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",7,549–557,Automatic computational fluid dynamics-based procedure for the optimization of a centrifugal impeller,https://doi-org.crai.referencistas.com/10.1243/095765005X31261,219,2005e,
