ENTRYTYPE,ID,abstract,annote,archiveprefix,arxivid,author,doi,editor,eprint,issn,journal,keywords,number,pages,pmid,publisher,title,url,volume,year
article,Crompton2023,"The International Society for Technology in Education (ISTE) empirically designed and published educator standards to provide a roadmap for educators on effective technology integration. The purpose of this further study was to determine what empirical evidence demonstrates that the educator practices have a positive impact on student learning. Using a scoping review methodology, a transparent protocol was used for searching, identifying, and selecting articles that map to the practices within the ISTE Standards. The findings of this study reveal that all the practices in ISTE educator standards led to learning gains. This study is important for researchers, practitioners, funders, and policymakers as it provides empirical evidence that the technology practices within the ISTE Standards lead to student learning gains.",,,,"Crompton, Helen",10.1080/21532974.2023.2244089,,,23327383,Journal of Digital Learning in Teacher Education,"ISTE standards,teacher education,technology standards",4,201--219,,Routledge,{Evidence of the ISTE Standards for Educators leading to learning gains},https://doi.org/10.1080/21532974.2023.2244089,39,2023
article,Morrison2020,"Across the world, policy initiatives are being developed to engage children with computer programming and computational thinking. Diversity and inclusion has been a strong force in this agenda, but children with disabilities have largely been omitted from the conversation. Currently, there are no age appropriate tools for teaching programming concepts and computational thinking to primary school children with visual disabilities. We address this gap through presenting the design and implementation of Torino, a tangible programming language for teaching programming concepts to children age 7–11 regardless of level of vision. In this paper, we: (1) describe the design process done in conjunction with children with visual disabilities; (2) articulate the design decisions made; and (3) report insights generated from an evaluation with 10 children with mixed visual abilities that considers how children are able to trace (read) and create (write) programs with Torino. We discuss key design trade-offs: (1) readability versus extensibility; and (2) size versus liveness. We conclude by reflecting upon how an inclusive design approach shaped the final result.",,,,"Morrison, Cecily and Villar, Nicolas and Thieme, Anja and Ashktorab, Zahra and Taysom, Eloise and Salandin, Oscar and Cletheroe, Daniel and Saul, Greg and Blackwell, Alan F. and Edge, Darren and Grayson, Martin and Zhang, Haiyan",10.1080/07370024.2018.1512413,,,07370024,Human-Computer Interaction,,3,191--239,,Taylor & Francis,{Torino: A Tangible Programming Language Inclusive of Children with Visual Disabilities},https://doi.org/10.1080/07370024.2018.1512413,35,2020
article,Danzon-Chambaud2023,"In recent years, a growing number of media outlets such as The Associated Press, The Washington Post and the BBC have adopted “automated journalism,” a solution understood as the generation of journalistic text with software and algorithms, with no human intervention except for the initial programming. However, to discern common patterns across news organisations, a comprehensive empirical investigation looking into the impacts of automated news on media practitioners is needed. To lay the ground for such an empirical work, this paper raises the necessary questions to be taken into consideration, while reflecting on the potential implications for journalism practice. To do so, we relied on key concepts developed in Bourdieu's Field theory to assess whether automated journalism is likely to change or reinforce the prevailing journalistic doxa, or the “rules of the game” within the journalistic field. This led us to conceive an analytical framework that builds on these concepts, first to come up with our own reflections on the modifications and reinforcements of the journalistic doxa, then to contribute a table of essential dimensions to consider for an empirical investigation that looks into the impacts of automated journalism on media practitioners.",,,,"Danzon-Chambaud, Samuel and Cornia, Alessio",10.1080/17512786.2021.1919179,,,17512794,Journalism Practice,"Algorithmic journalism,automated journalism,automated news,computational journalism,field theory,robot journalism",2,174--188,,Routledge,{Changing or Reinforcing the “Rules of the Game”: A Field Theory Perspective on the Impacts of Automated Journalism on Media Practitioners},https://doi.org/10.1080/17512786.2021.1919179,17,2023
article,Noll2022,,,,,"Noll, Jennifer and Schnell, Susanne and Gould, Rob and Makar, Katie",10.1080/10986065.2021.1922855,,,15327833,Mathematical Thinking and Learning,,4,331--335,,Routledge,"{New ways of interacting with data, context, and chance in statistical modeling processes}",https://doi.org/10.1080/10986065.2021.1922855,24,2022
article,Konstantinidi-Sofrona2021,,,,,"Konstantinidi-Sofrona, Dafni",10.1080/24758779.2021.12318686,,,,Connected Science Learning,,2,12318686,,Routledge,{Evaluation of Computing Workshops at the Science Museum},https://doi.org/10.1080/24758779.2021.12318686,3,2021
article,Guven2022,"The present study aimed to determine the effects of arduino-assisted robotics coding applications integrated into the 5E learning model used in science teaching on students' scientific creativity, robotics attitude and motivation toward science. For this aim, the study was planned according to the convergent parallel mixed research method and was conducted with the 6th grade students in a STEM (Science, Technology, Engineering and Mathematics) elective course in 2018–2019 academic year. Scientific creativity scale, robotics attitude scale and motivation scale toward science learning were used as quantitative data collection tools, and semi-structured interview form was used as a qualitative data collection tool. As a result of the study, it was found that the levels of students' creativity, attitude and motivation increased with the robotics coding activities integrated into 5E learning model applied in science subjects. In addition, it was determined that students produced many creative ideas in using robotics coding applications to solve various problems encountered in daily life, and that they were very eager for such applications being used in science classes. In this respect, it is suggested that arduino-assisted robotics coding applications should be implemented in the teaching of 6th grade science subjects.",,,,"Guven, Gokhan and {Kozcu Cakir}, Nevin and Sulun, Yusuf and Cetin, Gurcan and Guven, Emine",10.1080/15391523.2020.1812136,,,19450818,Journal of Research on Technology in Education,"Science teaching,attitude,motivation,robotics coding,scientific creativity",1,108--126,,Routledge,{Arduino-assisted robotics coding applications integrated into the 5E learning model in science teaching},https://doi.org/10.1080/15391523.2020.1812136,54,2022
article,Mellieon-Williams2021,,,,,"Mellieon-Williams, Francesca M. and Jones, Nastassia N. and Cruz, Ingrid",10.1080/24758779.2021.12318682,,,,Connected Science Learning,,2,12318682,,Routledge,{STEM Outreach: Traditional vs Virtual Summer Programming},https://doi.org/10.1080/24758779.2021.12318682,3,2021
article,Kaufmann2021,"This article attempts to identify the kind of arguments that lower secondary school-level pupils use when they apply programming to solve a mathematical problem. By analyzing the data from one group of three pupils working together with Processing (Processing is a Java based tool primarily to learn programme visual effects supported and distributed by The Processing Foundation, https://processing.org/), the aim is to contribute to research and conceptualization surrounding how programming can be integrated in mathematics. The analysis provides examples of pupils' different arguments when they use Processing to solve a mathematical problem. An important finding is that the pupils revealed a clear progression in the argumentation categories, where they went from arguing very fundamentally to presenting more elaborated arguments. On the other hand, the trial-and-error method often used by pupils may also have had a negative impact on their mathematical arguments.",,,,"Kaufmann, Odd Tore and Stenseth, B{\o}rre",10.1080/0020739X.2020.1736349,,,14645211,International Journal of Mathematical Education in Science and Technology,"Processing,Programming,argumentation,lower secondary school,mathematics education",7,1029--1048,,Taylor & Francis,{Programming in mathematics education},https://doi.org/10.1080/0020739X.2020.1736349,52,2021
article,Monteith2022,"Artificial intelligence (AI) is one of the fastest-growing areas of technological competition between the United States and its adversaries. To conduct an introductory AI activity, beyond the basic web-based AI tools, we suggest exposing students to a simple AI program operating within a real Python programming environment. They were introduced to several web-based lessons such as Google's Teachable Machine AI training primer, Nvidia's GauGAN, which is an AI art program, and Tensorflow /Magenta's community-contributed music experiments such as the AI Arpeggiator and Neural Drum Machine. In a final-day survey, 95% of respondents said that they ""understand AI much better now""; 75% said they'd like to enter an AI career in the future; and 85% reported that they are likely to do a science project in AI. [Extracted from the article]",,,,"Monteith, Barnas and Noyce, Pendred and Zhang, Pei",10.1080/00368555.2022.12293698,,,0036-8555,The Science Teacher,,5,42--49,,Routledge,{Teaching Artificial Intelligence Through the Arts in Beijing},https://doi.org/10.1080/00368555.2022.12293698,89,2022
article,Cinar2024,"The traditional legal education does not equip students with the necessary skills to address the challenges presented by technological advancement and artificial intelligence. Moreover, current attempts to address these challenges fall short of achieving their desired objectives. I argue that the only viable solution to this issue is for law schools to transition from being monolingual to bilingual. At present, law schools are monolingual in the sense that they solely teach ‘the language of the law.' This language is inherently ambiguous and vague, has a multivalent relationship with truth, and requires a particular way of thinking–‘thinking like a lawyer.' To effectively address the challenges presented by technology and survive in the age of artificial intelligence, it is imperative for law schools to become bilingual and incorporate the teaching of ‘the language of the computer.' In contrast to the language of the law, the language of the computer is clear and precise, has a bivalent relationship with truth, and requires a different way of thinking–‘thinking like a computer.' To ensure their survival, law schools must swiftly integrate the language of the computer into their curriculum to pioneer the algorithmic evolution of law within the legal field.",,,,"Cinar, Ali Ekber",10.1080/17579961.2024.2392938,,,1757997X,"Law, Innovation and Technology","Legal education,artificial intelligence,bilingualism,technology,the language of the computer,the language of the law",0,1--41,,Routledge,{The language of the law vs. the language of the computer: a bilingual model of legal education in the age of technology and artificial intelligence},https://doi.org/10.1080/17579961.2024.2392938,0,2024
article,Gonczi2022,"[...]computational tools are largely unfamiliar to K-12 science teachers and students (Yasar and Veronesi 2015).  [...]of these considerations, Using Mathematical and Computational Thinking and Developing and Using Models were included in the Next Generation Science Standards (NGSS) as core science and engineering practices (SEPs) (NRC 2012).  Using a simulation to develop a conceptual model The lesson is introduced through student use of an open-source simulation from Concord Consortium that addresses Earth science content; specifically, the simulation supports students' ability to answer the research question, ""How does Earth's atmosphere affect the radiation energy balance?"" Students are guided through simulation use via software-embedded questions and instructions.  Both types of models can help make sense of scientific phenomena and evaluate claims; conceptual models emphasize connections but do not account for mathematical relationships; simulations can account for mathematical and predictable relationships between variables that support a user's ability to make predictions and test hypotheses.",,,,"Gonczi, Amanda and Palosaari, Chuck and Mayer, Alex and Urban, Noel",10.1080/00368555.2022.12293666,,,0036-8555,The Science Teacher,,3,32--37,,Routledge,{From User to Creator},https://doi.org/10.1080/00368555.2022.12293666,89,2022
article,Ammoneit2024,"Modeling is a key scientific practice and is usually computer-implemented, but it is challenging to teach because it seems high on presuppositions, for example, coding. This design-based research study presents a geography course offered during the 2019/20 winter semester in computer modeling, with no prior coding knowledge. It was implemented in two elective classes: one in the Bachelor of Science program and one in the teacher program. Interviews were conducted to monitor the students' development, and the final reports showed their competencies at the end of the course. Since there were no noticeable differences between the Bachelor of Science students and the teacher trainees in terms of competence acquisition, four learning types could be described based on analysis of the interviews and final reports, which are important for the planning and adaptation of the course concepts. In summary, our results show four key findings: (1) mere reproduction of learning content is of no value for the development of geographic modeling skills; (2) the ability to access conceptual thinking patterns is crucial; (3) process-level understanding is a fundamental prerequisite for advanced geographic modeling understanding; and (4) poor programming skills hinder but do not prevent at least basic modeling understanding.",,,,"Ammoneit, Rieke and Reudenbach, Christoph and Peter, Carina",10.1080/03098265.2023.2250991,,,14661845,Journal of Geography in Higher Education,"NetLogo,Scientific thinking,computational thinking,digital modeling,modeling competencies,teacher education",3,345--367,,Routledge,{Developing geographic computer modeling competencies in higher education},https://doi.org/10.1080/03098265.2023.2250991,48,2024
article,Arstorp2024,,,,,"Arstorp, Ann Th{\'{e}}r{\`{e}}se and Olofsson, Anders D. and Lindberg, J. Ola",10.1080/13540602.2024.2379845,,,13540602,Teachers and Teaching: Theory and Practice,,4,395--399,,Routledge,"{Professional digital competence in teacher education–where are we, where are we headed and how to get there?}",https://doi.org/10.1080/13540602.2024.2379845,30,2024
article,Kim2024a,"We ran a controlled laboratory experiment to examine whether ChatGPT's aid can increase the participants' performance in three different–reading and writing, mathematical problem-solving, and computational thinking–tasks. We find that the maths score significantly decreases with ChatGPT's assistance. This result is mainly because the low-ability subjects couldn't discern the hallucinated answers with the correct ones, and it contests the general idea that ChatGPT can complement the workers with less expertise.",,,,"Kim, Duk Gyoo and Moon, Ahram",10.1080/13504851.2024.2337330,,,14664291,Applied Economics Letters,"ChatGPT,Laboratory experiment,competencies,labor productivity",0,1--5,,Routledge,{From helping hand to stumbling block: the ChatGPT paradox in competency experiment},https://doi.org/10.1080/13504851.2024.2337330,0,2024
article,Anderson2018,,,,,"Anderson, Sean",10.1080/24751448.2018.1497380,,,2475143X,Technology Architecture and Design,,2,252--254,,Routledge,"{Thinking Machines: Art and Design in the Computer Age, 1959–1989: The Museum of Modern Art New York City November 13, 2017–April 8, 2018: Enter. Return.}",https://doi.org/10.1080/24751448.2018.1497380,2,2018
article,Guo2024a,"The assessment of information literacy (IL) is challenging. Traditional methods often fail to capture students' true performance and their behavioral processes. Evidence-centered game design (ECgD) offers an alternative assessment framework. However, IL assessment based on ECgD often overlooks further analysis of behavioral processes, which could reveal detailed performance differences beyond scores. In this study, a general ECgD paradigm is presented and this paradigm was used to develop assessment rules. Game log data were collected from 132 middle school students, who also completed an external IL test. Game logs recorded the behavioral processes, from which evidence required for assessment was extracted. Six supervised machine learning models were employed to predict students' IL levels. The assessment results indicate that students have lower levels of information knowledge and skills, as well as information thinking and behavior. Further analysis of in-game behaviors revealed that students with higher IL levels were able to complete tasks correctly and spent more time in the game, earning more coins, while seeking help less frequently. These findings demonstrate the feasibility of using ECgD for IL assessment and uncover deeper differences in student performance underlying IL levels. Finally, the theoretical and practical implications of the study are discussed, and future research directions are proposed.",,,,"Guo, Qing and Wu, Di and Zhu, Sha and Yang, Harrison Hao",10.1080/10447318.2024.2398910,,,15327590,International Journal of Human-Computer Interaction,"Evaluation methodologies,evidence-centered design,games,information literacy",0,1--19,,Taylor & Francis,{Using a Digital Game to Assess Middle School Students' Information Literacy: An Evidence-Centered Game Design Approach},https://doi.org/10.1080/10447318.2024.2398910,0,2024
article,Mafata2022,"Enological evaluations capture the chemical and sensory space of wine using different techniques; many sensory methods as well as a variety of analytical chemistry techniques contribute to the amount of information generated. Data fusion, especially integrating data sets, is important when working with complex systems. The success reported when trying to integrate different modalities is generally low and has been attributed to the lack of statistically considerate strategies focusing on the data handling process. Multiple stages of data handling must be carefully considered when dealing with multi-modal data. In this review, the different stages in the data analysis process were examined. The study revealed misconceptions surrounding the process and elucidated rules for purpose-driven approaches by examining the complexities of each stage and the impact the decisions made at each stage have on the resulting models. The two major modeling approaches are either supervised (discrimination, classification, prediction) or unsupervised (exploration). Supervised approaches were emphatic on the pre-processing steps and prioritized increasing performance. Unsupervised approaches were mostly used for preliminary steps. The review found aspects often neglected when it came to the data collection and capturing which in the end contributed to the low success in combining sensory and chemistry data.",PMID: 35730201,,,"Mafata, Mpho and Brand, Jeanne and Medvedovici, Andrei and Buica, Astrid",10.1080/10408398.2022.2089624,,,15497852,Critical Reviews in Food Science and Nutrition,"Chemometrics,data analysis,data concatenation,data fusion,data integration,multi-modal,multivariate analysis,sensometrics",32,10995--11009,35730201,Taylor & Francis,{Chemometric and sensometric techniques in enological data analysis},https://doi.org/10.1080/10408398.2022.2089624,63,2022
article,Brown2022,,,,,"Brown, Neil C.C. and {Hubbard Cheuoua}, Aleata and Marinus, Eva",10.1080/08993408.2022.2090114,,,17445175,Computer Science Education,,3,283--287,,Routledge,{Guest editorial},https://doi.org/10.1080/08993408.2022.2090114,32,2022
article,Barksdale2022,"This qualitative case study describes how participation in an outside-of-school program sustained middle school girls' interest in computer science and positively influenced their computational perspectives. Data consists of interviews, observations, and videos analyzed from ten girls participating in a nine-month program during 2017–2018. Connected learning and computational participation are the study's theoretical frameworks and were incorporated into its research questions, data collection methods, and analysis strategies. Findings illustrate 1) girls' sustained interest in and positive attitudes toward computer science; 2) girls' evolving confidence and awareness of computational perspectives; and 3) the importance of group work in nurturing girls' computational participation. This study contributes to the research on strategies for addressing the gender gap in computing through providing informal learning opportunities for young girls.",,,,"Barksdale, Sarah and Scharber, Cassandra and Chang, Yu Hui",10.1080/15391523.2020.1864239,,,19450818,Journal of Research on Technology in Education,"Digital divide/equity issues,STEM,case studies,middle school (grades 6-8)",3,359--374,,Routledge,{Team Mensa: A case study of supporting middle school girls' interest in computer science through an informal learning program},https://doi.org/10.1080/15391523.2020.1864239,54,2022
article,Willems2019,"This article aims to understand contemporary forms of “digital work” and how this is imagined in visionary documents in the context of smart urbanism. Specifically, we argue for an infrastructural perspective on smart urbanism to highlight (1) how such visionary documents organize society in specific ways and (2) how this organization is rooted in work that is imagined as being mainly informational and disembodied. Through an analysis of Singapore's recent Smart Nation initiative, we make a case for the inclusion of the actual human and embodied work that constitutes visions of smart urbanism. This work comprises both the physical construction and maintenance of digital infrastructure and the monitoring of these infrastructures and the interpretation of data on which they run. Finally, we show how an infrastructural inversion of smart urban initiatives is capable of highlighting these invisibilities of human work, specifically by drawing on the mundanity, temporality, and materiality of work that is considered digital.",,,,"Willems, Thijs and Graham, Connor",10.1215/18752160-8005194,,,18752152,"East Asian Science, Technology and Society","(im)Material labor,Digital infrastructures,Digital work,Singapore,Smart nation",4,511--536,,Routledge,{The imagination of Singapore's smart nation as digital infrastructure: Rendering (digital) work invisible},https://doi.org/10.1215/18752160-8005194,13,2019
article,Spencer2021,,,,,"Spencer, Justin and King, Eileen",10.1080/24758779.2021.12318681,,,,Connected Science Learning,,2,12318681,,Routledge,{A Case for Creative Coding},https://doi.org/10.1080/24758779.2021.12318681,3,2021
article,Robertson2017,"Thirty years ago, when personal computers were first becoming available in homes and schools, a large group of primary school-age children were asked to share their attitudes about computers, their conceptions regarding how computers function, and their beliefs concerning computers' agency. The researchers wanted to gather baseline data regarding children's ideas about computers to study how these ideas changed as technology advanced. An important aspect of the study was to ascertain children's conceptual models of how computers operate, with the concern that an inadequate or flawed conceptual model would hamper children's ability to generalize or deepen their computer skills. In order to understand what children today know and believe about computers, the authors interviewed 18 children (eight boys) between 5 and 8 years old from two state-funded primary schools in a Scottish city. The children were asked questions about understanding what computers are, how computers are programmed, and whether computers have agency. The interviews provide insight into children's understanding of the technology they encounter in their everyday lives. In spite of their knowledge about and experience with using computers, they generally did not know how computers work or how they might be programmed. They had mixed views about a computer's agency. The article contains guidance for practitioners who wish to teach computing concepts to their learners.",,,,"Robertson, Judy and Manches, Andrew and Pain, Helen",10.1080/00094056.2017.1343589,,,0009-4056,Childhood Education,,4,338--345,,Routledge,{“It's Like a Giant Brain With a Keyboard”: Children's Understandings About How Computers Work},https://doi.org/10.1080/00094056.2017.1343589,93,2017
article,Yauney2023,"Background and Context: Hour of Code is one of the largest educational campaigns implemented. It exposes millions of learners, to an hour of computer science fundamentals. With such a large impact, a large number of research articles have been published on the topic. This research ranges from reports of experiments testing the efficacy of Hour of Code and analysis of learner behavior, to reports of participation and suggestions for facilitating. Objective: The goal of this work is to determine the effects of Hour of Code on Computer Science education. Method: Articles in IEEE Xplore, ACM, EBSCO, ERIC, and Google Scholar that include “Hour of Code” were identified. Papers with “Hour of Code” as an emphasis of the research design or exploratory effort were analyzed. Findings: Systematic review identified 64 papers which were sorted into six categories. Papers focused on overall participation numbers to novel Hour of Code Activities and research using Hour of Code data. Implications: Analysis of these articles provides detail into the impact of Hour of Code on participants and influences resources for researchers. However, many questions remain to understand how Hour of Code can improve to meet its goals, expanding access to computer science to all students.",,,,"Yauney, Jessica and Bartholomew, Scott R. and Rich, Peter",10.1080/08993408.2021.2022362,,,17445175,Computer Science Education,"Computer science education,Cs Ed week,Hour of Code,computational thinking,diversity in tech,learning trajectories,retention of flow",4,512--544,,Routledge,{A systematic review of “Hour of Code” research},https://doi.org/10.1080/08993408.2021.2022362,33,2023
article,Kynigos2023,{\ldots} be made between computational thinking and the KOM flower. Computational thinking is a {\ldots} discuss the KOM flowers against the computational thinking frame developed as a result of {\ldots},,,,"Kynigos, Chronis and Schiza, Katia",10.1080/14794802.2023.2261401,,,1479-4802,Research in Mathematics Education,,0,1--8,,Routledge,"{ Mathematical competencies in the digital era: Mathematics education in the digital era Mathematical competencies in the digital era: Mathematics education in the digital era edited by Uffe Thomas Jankvist, and Eirini Geraniou, Springer Nature, Switzerlan}",https://doi.org/10.1080/14794802.2023.2261401,0,2023
article,Thompson2022,,,,,"Thompson, Ann D. and Schmidt-Crawford, Denise A. and Lindstrom, Denise L.",10.1080/21532974.2022.2116901,,,23327383,Journal of Digital Learning in Teacher Education,,4,156--157,,Routledge,{Editors' column–: ISTE 2022: A model of an effective hybrid conference!},https://doi.org/10.1080/21532974.2022.2116901,38,2022
article,Dalvi2021,"The Next Generation Science Standards articulate a new vision for K-12 science learning that engages students in disciplinary practices to encourage deeper participation in and understandings of science and engineering. Teacher educators have a major responsibility in helping pre-service teachers (PSTs) develop knowledge of these practices and ways to engage students in the practices. The words comprising the NGSS practices convey specialized disciplinary meanings. Yet, most PSTs have common sense interpretations of these words, which influence their understanding of the practices from a disciplinary perspective and further influence the way they implement these practices in classrooms. This study reports on conceptions of the NGSS practices that elementary PSTs exhibit during a Curriculum Critique and Revision (CCR) task in a methods course at two different university teacher education programs. Using the CCR, PSTs analyzed the presence or absence of NGSS practices within a lesson from a science curriculum guide. Qualitative thematic analysis of the PSTs' responses revealed a wide range of interpretations of the practices. We share these PST conceptions and present findings that may enable teacher educators to better understand PSTs' views of the practices. We provide conclusions about the strengths and weaknesses in PST's understandings for each of the NGSS practices and suggest possible implications for the community of teacher educators.",,,,"Dalvi, Tejaswini and {Silva Mangiante}, Elaine and Wendell, Kristen",10.1080/1046560X.2020.1791465,,,15731847,Journal of Science Teacher Education,"Science and engineering practices,elementary classrooms,pre-service teacher preparation",2,123--147,,Routledge,{Identifying Pre-service Teachers' Conceptions about the NGSS Practices Using a Curriculum Critique and Revision (CCR) Task},https://doi.org/10.1080/1046560X.2020.1791465,32,2021
article,Mouza2016,"Current policy efforts that seek to improve learning in science, technology, engineering, and mathematics (STEM) emphasize the importance of helping all students acquire concepts and tools from computer science that help them analyze and develop solutions to everyday problems. These goals have been generally described in the literature under the term computational thinking. In this article, we report on the design, implementation, and outcomes of an afterschool program on computational thinking. The program was founded through a partnership between university faculty, undergraduates, teachers, and students. Specifically, we examine how equitable pedagogical practices can be applied in the design of computing programs and the ways in which participation in such programs influence middle school students' learning of computer science concepts, computational practices, and attitudes toward computing. Participants included 52 middle school students who voluntarily attended the 9-week afterschool program, as well as four undergraduates and one teacher who designed and implemented the program. Data were collected from after-school program observations, undergraduate reflections, computer science content assessments, programming products, and attitude surveys. The results indicate that the program positively influenced student learning of computer science concepts and attitudes toward computing. Findings have implications for the design of effective learning experiences that broaden participation in computing.",,,,"Mouza, Chrystalla and Marzocchi, Alison and Pan, Yi Cheng and Pollock, Lori",10.1080/15391523.2016.1146561,,,19450818,Journal of Research on Technology in Education,"Computational thinking,Middle school,Mixed methods,Programming",2,84--104,,Routledge,"{Development, implementation, and outcomes of an equitable computer science after-school program: Findings from middle-school students}",https://doi.org/10.1080/15391523.2016.1146561,48,2016
article,Hardman2021,"This largely theoretical paper traces the continued influence that the work of Vygotsky has in studying teaching/learning in schools. The advent of the 21st century has led to a call for novel pedagogical models to enable children think in ways pertinent to our technologically based societies. Currently, the 4th Industrial revolution is playing out against the backdrop of climate change, a rise in right wing movements, and a call for decolonial education to challenge the hegemony of a colonial worldview. This paper presents an argument for how Vygotsky and the Neo-Vygotskian's work does not require a novel pedagogy, but rather, that we reclaim its relevance for the 21st century, illustrating how the concepts underpinning it can be used to decolonize contemporary pedagogy. The paper foregrounds aspects of Vygotsky's work and draws on Hedegaard's further developments to argue for a decolonial pedagogy that arises from this knowledge base. The problematic addressed in this paper relates to schooling in the 4th Industrial Revolution and suggests that schooling today must be about more than the acquisition of academic content; it must be geared toward developing critical, collaborative forms of thought capable of transforming both the child and the world. In this paper, I argue for the foundation of such a schooling in the work of Vygotsky and the Neo-Vygotskians, by articulating a decolonial pedagogy grounded on this body of work.",,,,"Hardman, Joanne",10.1080/10749039.2021.1941116,,,15327884,"Mind, Culture, and Activity",,3,219--233,,Routledge,{Vygotsky's decolonial pedagogical legacy in the 21st century: back to the future},https://doi.org/10.1080/10749039.2021.1941116,28,2021
article,Sack2017,"Recent shifts in web map technology away from proprietary software and toward development on the Open Web Platform have increased the number and complexity of technical skills needed to do cartography on the Web. Web-based cartography curricula likewise must be adapted to prepare geography, cartography, and GIS students with the skills needed to make use of open source technology. This paper describes the design and evaluation of a novel curriculum for the laboratory component of a web mapping course offered by a university geography department. We drew from constructivist educational theory to create a scaffolded and spiralled lab curriculum that builds on prior understanding and progressively increases student independence and confidence. We evaluated the success of the new curriculum through an instructor log, student feedback on assignments, and an exit survey. The evaluation revealed significant growth in student abilities and confidence in the use of Open Web Platform-based mapping tools as a result of the curriculum scaffolding. This research provides a methodology for designing and evaluating curriculum around highly technical skills that are increasingly in demand in research, education, and industry careers.",,,,"Sack, Carl M. and Roth, Robert E.",10.1080/03098265.2016.1241987,,,14661845,Journal of Geography in Higher Education,"Cartography,Open Web Platform,constructivism,mixed methods,open source,scaffolded instruction,spiral curriculum,web mapping",1,1--23,,Routledge,{Design and evaluation of an Open Web Platform cartography lab curriculum},https://doi.org/10.1080/03098265.2016.1241987,41,2017
article,Mubarok2023,"In language learning, it is important to foster students' computational thinking and improve their skills of building arguments and dialectical structure, teamwork, and decision accuracy. This is especially so in English language courses which aim to promote students' cultural learning interest, creative thinking, and oral presentation. Collaborative argument mapping is an appropriate strategy to elicit those objectives. However, in the emergency distance learning (EDL) context, when online instruction lacks real-world learning and face-to-face interaction, it is challenging to teach units on cultural issues in authentic contexts. Therefore, in this study, the virtual reality-based collaborative argument mapping approach was developed to address this problem. A quasi-experiment was designed with a total of 45 EFL (English as a Foreign Language) students. The experimental result showed that the virtual reality-based collaborative argument mapping approach (VR-CAM) improved the students' English oral presentation more than did the non-virtual reality-based collaborative argument mapping approach (non-VR-CAM). Although the VR-CAM group scored higher than the non-VR-CAM group on cultural learning interest, the two groups did not significantly differ. Furthermore, in the computational and creative thinking aspects, students who learned with VR-CAM performed significantly better than those who learned with non-VR-CAM over time.",,,,"Mubarok, Husni and Lin, Chi Jen and Hwang, Gwo Jen",10.1080/10494820.2023.2207197,,,17445191,Interactive Learning Environments,"English as a foreign language,English oral presentation,Virtual reality,argument mapping,collaborative learning",0,1--19,,Routledge,{A virtual reality-based collaborative argument mapping approach in the EFL classroom},https://doi.org/10.1080/10494820.2023.2207197,0,2023
article,Nyman2024,"In the wake of the present inclusion of programming in mathematics education, which is a feature of curricular revisions in many countries, we have analysed newly inserted programming activities in mathematics textbooks. The aim was to investigate how such activities relate to and potentially affect students' opportunities to learn mathematics. Data consist of Swedish textbooks for grades 7–9 (ages 13–15) intended for mathematics classes, where all units labelled as or including programming activities were analysed. Concerning the relation between mathematics and programming, our results show that in the intricate balance between teaching mathematics on the one hand and teaching programming on the other hand, the textbooks seem to lean towards the latter, thus not greatly contributing with mathematical learning opportunities. We see a dominance of mathematics as a context for programming, rather than programming as a tool for learning mathematics. The lack of exploration and rare occurrence of novel mathematics in the programming activities implies a weak relationship between mathematics and programming.",,,,"Nyman, Rimma and Br{\aa}ting, Kajsa and Kilhamn, Cecilia",10.1080/0020739X.2024.2329345,,,14645211,International Journal of Mathematical Education in Science and Technology,"Programming,lower secondary school,mathematics education,textbook analysis",0,1--19,,Taylor & Francis,{Can programming support mathematics learning? An analysis of Swedish lower secondary textbooks},https://doi.org/10.1080/0020739X.2024.2329345,0,2024
article,Mngadi2023,"Clean water and sanitation provisions are essential for good hygiene and health, with rural South Africa facing a simultaneous access crisis of both, the direct health effect of restricted access to both on mental health remaining scarce and largely overlooked. This study investigated the association between access to clean water and sanitation on depression in rural South Africa utilizing the most recent data (year 2017) from the South African National Income Dynamics Study. Our study outcome was depression, based on the 10-item abridged version of the Center for Epidemiologic Studies Depression Scale (data available in SA-NIDS), the main exposures being access to clean water and adequate sanitation facilities (i.e. flushing toilets). Two types of analyses were conducted: first, adjusted logistic regression models were fitted to assess the relationship between lack of access to clean water and adequate sanitation to depression. Second, we conducted mediation analysis to investigate whether access to clean water mediated the relationship between lack of access to toilets and depression. A high proportion of rural participants lacked access to clean water (n = 6,188, 47.6%) and adequate toilets (n = 9,797, 81.6%). The regression analyses indicated that lack of access to both clean water (OR = 1.21, 95% CI: 1.06–1.39) and adequate sanitation (OR = 1.36, 95% CI: 1.10–1.69) were significantly associated with greater odds of depression. The mediation analysis indicated that access to clean water partially mediated the relationship between lack of access to adequate sanitation and depression, the total mediated effect being 18.2% (95% CI: 11.0%–51.0%). Most rural communities in South Africa lack access to basic services that are essential for human dignity and a decent quality of life, leading to opportunities for poor mental health, with its various consequences for socio-economic development and personal wellbeing, including avoidable depression.",PMID: 36821547,,,"Mngadi, Lindiwe C. and Cuadros, Diego F. and Tanser, Frank and Burns, Jonathan K. and Slotow, Rob and Tomita, Andrew",10.1080/13548506.2023.2179643,,,13548506,"Psychology, Health and Medicine","Water,depression,sanitation",9,2441--2449,36821547,Taylor & Francis,"{Water, sanitation and depression in rural communities: evidence from nationally representative study data in South Africa}",https://doi.org/10.1080/13548506.2023.2179643,28,2023
