ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year,note,editor
article,doi:10.1080/09500693.2023.2226333,"Valarie L. Akerson, Claire Cesljarev, Conghui Liu, Judith Lederman, Norman Lederman and Nader El Ahmadie",10.1080/09500693.2023.2226333," 

https://doi.org/10.1080/09500693.2023.2226333


",International Journal of Science Education,3,205--221,Routledge,Third and fourth grade students’ conceptions of the nature of scientific inquiry," 

https://doi.org/10.1080/09500693.2023.2226333


",46,2024,,
article,doi:10.1080/10447318.2023.2171489,"H. Onan Demirel, Molly H. Goldstein, Xingang Li and Zhenghui Sha",10.1080/10447318.2023.2171489," 

https://doi.org/10.1080/10447318.2023.2171489


",International Journal of Human–Computer Interaction,4,933--944,Taylor \& Francis,Human-Centered Generative Design Framework: An Early Design Framework to Support Concept Creation and Evaluation," 

https://doi.org/10.1080/10447318.2023.2171489


",40,2024,,
article,doi:10.1080/10494820.2022.2084115,"Shruti Priya, Shubhankar Bhadra, Sridhar Chimalakonda and Akhila Sri Manasa Venigalla",10.1080/10494820.2022.2084115," 

https://doi.org/10.1080/10494820.2022.2084115


",Interactive Learning Environments,1,229--244,Routledge,ML-Quest: a game for introducing machine learning concepts to K-12 students," 

https://doi.org/10.1080/10494820.2022.2084115


",32,2024,,
article,doi:10.1080/10665684.2014.866878,Jane A. Van Galen,10.1080/10665684.2014.866878," 

https://doi.org/10.1080/10665684.2014.866878


",Equity \& Excellence in Education,1,1--13,Routledge,Special Issue Introduction," 

https://doi.org/10.1080/10665684.2014.866878


",47,2014,,
article,doi:10.1080/13504622.2016.1233389,"Özge Keşapli Can, Jennie F. Lane and Armağan Ateşkan",10.1080/13504622.2016.1233389," 

https://doi.org/10.1080/13504622.2016.1233389


",Environmental Education Research,5,733--747,Routledge,Facilitating place-based environmental education through bird studies: an action research investigation," 

https://doi.org/10.1080/13504622.2016.1233389


",23,2017,,
article,doi:10.1080/14330237.2019.1647496,Godfrey Ejuu,10.1080/14330237.2019.1647496," 

https://doi.org/10.1080/14330237.2019.1647496


",Journal of Psychology in Africa,4,319--327,Routledge,"African indigenous games: Using Bame Nsamenang’s Africentric thoughts to reflect on our heritage, pedagogy, and practice in a global village"," 

https://doi.org/10.1080/14330237.2019.1647496


",29,2019,,
article,doi:10.1080/14626268.2023.2301342,"Marcello Messina, Damián Keller, Brendah Freitas, Ivan Simurra, Carlos Gómez and Luzilei Aliel",10.1080/14626268.2023.2301342," 

https://doi.org/10.1080/14626268.2023.2301342


",Digital Creativity,1,13--30,CAA Website,"Disruptions, technologically convergent factors and creative activities: defining and delineating musical stuff"," 

https://doi.org/10.1080/14626268.2023.2301342


",35,2024,,
article,doi:10.1080/10476210.2022.2077928,Karthigeyan Subramaniam,10.1080/10476210.2022.2077928," 

https://doi.org/10.1080/10476210.2022.2077928


",Teaching Education,2,209--224,Routledge,A phenomenological study of prospective teachers’ first-time science teaching experiences," 

https://doi.org/10.1080/10476210.2022.2077928


",34,2023,,
article,doi:10.1080/10508422.2024.2388695,Mohd Salim Mohamed and Tan Zheng Hao,10.1080/10508422.2024.2388695," 

https://doi.org/10.1080/10508422.2024.2388695


",Ethics \& Behavior,0,1--19,Routledge,Exploring educators’ epistemological worldviews and their influence on pedagogical decision-making in scientific ethics education at Malaysian universities," 

https://doi.org/10.1080/10508422.2024.2388695


",0,2024,,
article,doi:10.1080/14797585.2019.1585129,Erika Kerruish,10.1080/14797585.2019.1585129," 

https://doi.org/10.1080/14797585.2019.1585129


",Journal for Cultural Research,4,343--357,Routledge,Culture in multisensory computing: dividing the body for a digital future," 

https://doi.org/10.1080/14797585.2019.1585129


",22,2018,,
article,doi:10.1080/2331186X.2024.2373559,Angga Hidayat and Pipit Firmanti,10.1080/2331186X.2024.2373559," 

https://doi.org/10.1080/2331186X.2024.2373559


",Cogent Education,1,2373559,Cogent OA,Navigating the tech frontier: a systematic review of technology integration in mathematics education," 

https://doi.org/10.1080/2331186X.2024.2373559


",11,2024,,
article,doi:10.1586/14737159.2013.846828,Greg Maguire,10.1586/14737159.2013.846828," 

https://doi.org/10.1586/14737159.2013.846828


",Expert Review of Molecular Diagnostics,8,895--905,Taylor \& Francis,Using a systems-based approach to overcome reductionist strategies in the development of diagnostics," 

https://doi.org/10.1586/14737159.2013.846828


",13,2013,PMID: 24138553,
article,doi:10.1080/07294360.2015.1128887,Teresa Swist and Andreas Kuswara,10.1080/07294360.2015.1128887," 

https://doi.org/10.1080/07294360.2015.1128887


",Higher Education Research \& Development,1,100--114,Routledge,Place-making in higher education: co-creating engagement and knowledge practices in the networked age," 

https://doi.org/10.1080/07294360.2015.1128887


",35,2016,,
article,doi:10.1080/10494820.2021.1956546,Paraskevi Topali and Tassos Anastasios Mikropoulos,10.1080/10494820.2021.1956546," 

https://doi.org/10.1080/10494820.2021.1956546


",Interactive Learning Environments,7,4219--4234,Routledge,Scratch-based learning objects for novice programmers: exploring quality aspects and perceptions for primary education," 

https://doi.org/10.1080/10494820.2021.1956546


",31,2023,,
article,doi:10.1080/10511970.2021.1881849,"Aasakiran Madamanchi, Madison Thomas, Alejandra Magana, Randy Heiland and Paul Macklin",10.1080/10511970.2021.1881849," 

https://doi.org/10.1080/10511970.2021.1881849


",PRIMUS,3,446--467,Taylor \& Francis,Supporting Computational Apprenticeship Through Educational and Software Infrastructure: A Case Study in a Mathematical Oncology Research Lab," 

https://doi.org/10.1080/10511970.2021.1881849


",32,2022,,
article,doi:10.1080/1369118X.2023.2255656,Ciaran B. Trace and James A. Hodges,10.1080/1369118X.2023.2255656," 

https://doi.org/10.1080/1369118X.2023.2255656


","Information, Communication \& Society",7,1334--1350,Routledge,Algorithmic futures: the intersection of algorithms and evidentiary work," 

https://doi.org/10.1080/1369118X.2023.2255656


",27,2024,,
article,doi:10.1080/09585176.2017.1369136,Karmijn van de Oudeweetering and Joke Voogt,10.1080/09585176.2017.1369136," 

https://doi.org/10.1080/09585176.2017.1369136


",The Curriculum Journal,1,116--133,Routledge,Teachers’ conceptualization and enactment of twenty-first century competences: exploring dimensions for new curricula," 

https://doi.org/10.1080/09585176.2017.1369136


",29,2018,,
article,doi:10.1080/14783363.2018.1486552,Juhani Anttila and Kari Jussila,10.1080/14783363.2018.1486552," 

https://doi.org/10.1080/14783363.2018.1486552


",Total Quality Management \& Business Excellence,9-10,1058--1073,Routledge,Universities and smart cities: the challenges to high quality," 

https://doi.org/10.1080/14783363.2018.1486552


",29,2018,,
article,doi:10.1080/17512786.2016.1249004,John Wihbey,10.1080/17512786.2016.1249004," 

https://doi.org/10.1080/17512786.2016.1249004


",Journalism Practice,10,1267--1282,Routledge,Journalists’ Use of Knowledge in an Online World," 

https://doi.org/10.1080/17512786.2016.1249004


",11,2017,,
article,doi:10.1080/2331186X.2023.2280309,"Arifi Waked, Khadija El Alaoui and Maura A. E. Pilotti",10.1080/2331186X.2023.2280309," 

https://doi.org/10.1080/2331186X.2023.2280309


",Cogent Education,2,2280309,Cogent OA,Second-language writing anxiety and its correlates: A challenge to sustainable education in a post-pandemic world," 

https://doi.org/10.1080/2331186X.2023.2280309


",10,2023,,
article,doi:10.1080/07380569.2013.878975,"Min Lun Wu, Kari Richards and Guan Kung Saw",10.1080/07380569.2013.878975," 

https://doi.org/10.1080/07380569.2013.878975


",Computers in the Schools,1-2,65--83,Routledge,Examining a Massive Multiplayer Online Role-Playing Game as a Digital Game-Based Learning Platform," 

https://doi.org/10.1080/07380569.2013.878975


",31,2014,,
article,doi:10.1080/10447318.2020.1861765,"Semra Fiş Erümit, Lokman Şılbır, Ali Kürşat Erümit and Hasan Karal",10.1080/10447318.2020.1861765," 

https://doi.org/10.1080/10447318.2020.1861765


",International Journal of Human–Computer Interaction,11,991--1002,Taylor \& Francis,Determination of Player Types according to Digital Game Playing Preferences: Scale Development and Validation Study," 

https://doi.org/10.1080/10447318.2020.1861765


",37,2021,,
article,doi:10.1080/15391523.2024.2324958,Hilary K. Y. Ng and Paul L. C. Lam,10.1080/15391523.2024.2324958," 

https://doi.org/10.1080/15391523.2024.2324958


",Journal of Research on Technology in Education,0,1--15,Routledge,"The antecedent, consequences, and importance of students’ learning preference on learning outcomes with the flipped classroom approach: a person-environment fit perspective"," 

https://doi.org/10.1080/15391523.2024.2324958


",0,2024,,
article,doi:10.1080/15505170.2022.2094510,Rachel Horst and Derek Gladwin,10.1080/15505170.2022.2094510," 

https://doi.org/10.1080/15505170.2022.2094510


",Journal of Curriculum and Pedagogy,1,42--64,Routledge,Multiple futures literacies: An interdisciplinary review," 

https://doi.org/10.1080/15505170.2022.2094510


",21,2024,,
article,doi:10.1080/1743727X.2016.1219983,Garry Falloon,10.1080/1743727X.2016.1219983," 

https://doi.org/10.1080/1743727X.2016.1219983


",International Journal of Research \& Method in Education,1,53--68,Routledge,Researching students across spaces and places: capturing digital data ‘on the go’," 

https://doi.org/10.1080/1743727X.2016.1219983


",41,2018,,
article,doi:10.1080/00393541.2020.1738165,"Ryan Patton, Robert W. Sweeny, Ryan Shin and Lilly Lu",10.1080/00393541.2020.1738165," 

https://doi.org/10.1080/00393541.2020.1738165


",Studies in Art Education,2,155--170,Routledge,Teaching Digital Game Design With Preservice Art Educators," 

https://doi.org/10.1080/00393541.2020.1738165


",61,2020,,
article,doi:10.1080/08878730.2020.1713948,Lori Dassa and Bryan Nichols,10.1080/08878730.2020.1713948," 

https://doi.org/10.1080/08878730.2020.1713948


",The Teacher Educator,3,267--282,Routledge,Making the Move: Empowering Student Teachers as Teacher Researchers," 

https://doi.org/10.1080/08878730.2020.1713948


",55,2020,,
article,doi:10.1080/10447318.2019.1647665,Yong-Ming Huang,10.1080/10447318.2019.1647665," 

https://doi.org/10.1080/10447318.2019.1647665


",International Journal of Human–Computer Interaction,4,393--402,Taylor \& Francis,Students’ Continuance Intention Toward Programming Games: Hedonic and Utilitarian Aspects," 

https://doi.org/10.1080/10447318.2019.1647665


",36,2020,,
article,doi:10.1080/14613808.2020.1767558,Yoomee Baek and Kellie Taylor,10.1080/14613808.2020.1767558," 

https://doi.org/10.1080/14613808.2020.1767558


",Music Education Research,3,315--330,Routledge,"Not just composing, but programming music in group robotics"," 

https://doi.org/10.1080/14613808.2020.1767558


",22,2020,,
article,doi:10.1080/1475939X.2024.2311779,Laura Butler and Louise Starkey,10.1080/1475939X.2024.2311779," 

https://doi.org/10.1080/1475939X.2024.2311779


","Technology, Pedagogy and Education",2,135--148,Routledge,"OK Google, help me learn: an exploratory study of voice-activated artificial intelligence in the classroom"," 

https://doi.org/10.1080/1475939X.2024.2311779


",33,2024,,
article,doi:10.1080/21670811.2014.985497,Meredith Broussard,10.1080/21670811.2014.985497," 

https://doi.org/10.1080/21670811.2014.985497


",Digital Journalism,6,814--831,Routledge,Artificial Intelligence for Investigative Reporting," 

https://doi.org/10.1080/21670811.2014.985497


",3,2015,,
article,doi:10.1080/2331186X.2024.2385121,Anthony Sylvester Anning,10.1080/2331186X.2024.2385121," 

https://doi.org/10.1080/2331186X.2024.2385121


",Cogent Education,1,2385121,Cogent OA,"The interconnections between STEM teacher educators’ self-efficacy, job satisfaction and work engagement in Ghana"," 

https://doi.org/10.1080/2331186X.2024.2385121


",11,2024,,
article,doi:10.1080/00958964.2023.2183173,"Jonathan Jae-an Crisman, Ladd Keith, Ida Sami and Gregg Garfin",10.1080/00958964.2023.2183173," 

https://doi.org/10.1080/00958964.2023.2183173


",The Journal of Environmental Education,3,225--239,Routledge,Designing Chill City: An interactive game supporting public learning about urban planning for extreme heat," 

https://doi.org/10.1080/00958964.2023.2183173


",54,2023,,
article,doi:10.1080/13528165.2021.1977526,Deni (Denise) Li,10.1080/13528165.2021.1977526," 

https://doi.org/10.1080/13528165.2021.1977526


",Performance Research,3,114--124,Routledge,Psychedelic Perception in Queer-Feminist Reading and Writing (as Performance)," 

https://doi.org/10.1080/13528165.2021.1977526


",26,2021,,
article,doi:10.1080/15295036.2014.939682,Megan Foley,10.1080/15295036.2014.939682," 

https://doi.org/10.1080/15295036.2014.939682


",Critical Studies in Media Communication,5,365--379,NCA Website,“Prove You're Human”: Fetishizing Material Embodiment and Immaterial Labor in Information Networks," 

https://doi.org/10.1080/15295036.2014.939682


",31,2014,,
article,doi:10.1080/17439884.2024.2327024,Luke Munn and Leah Henrickson,10.1080/17439884.2024.2327024," 

https://doi.org/10.1080/17439884.2024.2327024


","Learning, Media and Technology",0,1--17,Routledge,Tell me a story: a framework for critically investigating AI language models," 

https://doi.org/10.1080/17439884.2024.2327024


",0,2024,,
article,doi:10.1080/0144929X.2024.2313147,"Tolulope Famaye, Golnaz Arastoopour Irgens and Ibrahim Adisa",10.1080/0144929X.2024.2313147," 

https://doi.org/10.1080/0144929X.2024.2313147


",Behaviour \& Information Technology,0,1--22,Taylor \& Francis,Shifting roles and slow research: children’s roles in participatory co-design of critical machine learning activities and technologies," 

https://doi.org/10.1080/0144929X.2024.2313147


",0,2024,,
article,doi:10.1080/14767724.2024.2333821,Selena Nemorin,10.1080/14767724.2024.2333821," 

https://doi.org/10.1080/14767724.2024.2333821


","Globalisation, Societies and Education",0,1--13,Routledge,Towards decolonising the ethics of AI in education," 

https://doi.org/10.1080/14767724.2024.2333821


",0,2024,,
article,doi:10.1080/0020739X.2021.2021306,"Kenan Gökdağ, Meriç Özgeldi and İlker Yakın",10.1080/0020739X.2021.2021306," 

https://doi.org/10.1080/0020739X.2021.2021306


",International Journal of Mathematical Education in Science and Technology,10,2103--2121,Taylor \& Francis,Unveiling students’ explorations of tessellations with Scratch through mathematical aesthetics," 

https://doi.org/10.1080/0020739X.2021.2021306


",54,2023,,
article,doi:10.1080/02619768.2021.1938535,"Jonatan Castaño Muñoz, Riina Vuorikari, Patrícia Costa, Ralph Hippe and Panagiotis Kampylis",10.1080/02619768.2021.1938535," 

https://doi.org/10.1080/02619768.2021.1938535


",European Journal of Teacher Education,3,476--497,Routledge,Teacher collaboration and students’ digital competence - evidence from the SELFIE tool," 

https://doi.org/10.1080/02619768.2021.1938535


",46,2023,,
article,doi:10.1080/03098265.2018.1554629,"Michael Pease, Blanca Pérez-Lapeña and Christopher Lant",10.1080/03098265.2018.1554629," 

https://doi.org/10.1080/03098265.2018.1554629


",Journal of Geography in Higher Education,1,40--55,Routledge,Energy and water resource simulations for U.S. geography undergraduates," 

https://doi.org/10.1080/03098265.2018.1554629


",43,2019,,
article,doi:10.1080/13664530.2023.2265889,"Rebecca Woodland, Ann M. Leonard and Itza D. Martinez",10.1080/13664530.2023.2265889," 

https://doi.org/10.1080/13664530.2023.2265889


",Teacher Development,2,158--177,Routledge,Teachers’ perceptions about the value of protocols for professional development: results of a qualitative investigation," 

https://doi.org/10.1080/13664530.2023.2265889


",28,2024,,
article,doi:10.1080/15434303.2022.2155165,Youjun Tang and Xiaomei Ma,10.1080/15434303.2022.2155165," 

https://doi.org/10.1080/15434303.2022.2155165


",Language Assessment Quarterly,1,44--65,Routledge,An Interventionist Dynamic Assessment Approach to College English Writing in China," 

https://doi.org/10.1080/15434303.2022.2155165


",20,2023,,
article,doi:10.1080/17482798.2023.2291014,"Joëlle Swart, Hanne Stegeman, Lucy Frowijn and Marcel Broersma",10.1080/17482798.2023.2291014," 

https://doi.org/10.1080/17482798.2023.2291014


",Journal of Children and Media,1,138--154,Routledge,The paradox of play: How Dutch children develop digital literacy via offline engagement with digital media," 

https://doi.org/10.1080/17482798.2023.2291014


",18,2024,,
article,doi:10.1080/1750399X.2021.2004009,Ralph Krüger,10.1080/1750399X.2021.2004009," 

https://doi.org/10.1080/1750399X.2021.2004009


",The Interpreter and Translator Trainer,4,503--523,Routledge,Using Jupyter notebooks as didactic instruments in translation technology teaching," 

https://doi.org/10.1080/1750399X.2021.2004009


",16,2022,,
article,doi:10.1080/21670811.2016.1160791,Carl-Gustav Linden,10.1080/21670811.2016.1160791," 

https://doi.org/10.1080/21670811.2016.1160791


",Digital Journalism,2,123--140,Routledge,Decades of Automation in the Newsroom," 

https://doi.org/10.1080/21670811.2016.1160791


",5,2017,,
article,doi:10.1080/2331186X.2023.2204055,Yin-Chan Liao and Marjorie Ringler,10.1080/2331186X.2023.2204055," 

https://doi.org/10.1080/2331186X.2023.2204055


",Cogent Education,1,2204055,Cogent OA,Backward design: Integrating active learning into undergraduate computer science courses," 

https://doi.org/10.1080/2331186X.2023.2204055


",10,2023,,
article,doi:10.1080/00031305.2022.2089232,Mine Dogucu and Jingchen Hu,10.1080/00031305.2022.2089232," 

https://doi.org/10.1080/00031305.2022.2089232


",The American Statistician,4,405--413,ASA Website,The Current State of Undergraduate Bayesian Education and Recommendations for the Future," 

https://doi.org/10.1080/00031305.2022.2089232


",76,2022,,
article,doi:10.1080/00368121.2023.2168246,Ayse Buber and Gul Unal Coban,10.1080/00368121.2023.2168246," 

https://doi.org/10.1080/00368121.2023.2168246


",Science Activities,2,71--89,Routledge,STEM project-based activity: bio-efficacy of microalgae," 

https://doi.org/10.1080/00368121.2023.2168246


",60,2023,,
article,doi:10.1080/00377996.2018.1515717,Natalia V. Smirnova,10.1080/00377996.2018.1515717," 

https://doi.org/10.1080/00377996.2018.1515717


",The Social Studies,5,238--254,Routledge,Teaching Money and Inflation Across the Curriculum," 

https://doi.org/10.1080/00377996.2018.1515717


",109,2018,,
article,doi:10.1080/07380569.2022.2071229,Laila Al-Malki and Maram Meccawy,10.1080/07380569.2022.2071229," 

https://doi.org/10.1080/07380569.2022.2071229


",Computers in the Schools,2,137--162,Routledge,Investigating Students’ Performance and Motivation in Computer Programming through a Gamified Recommender System," 

https://doi.org/10.1080/07380569.2022.2071229


",39,2022,,
article,doi:10.1080/10691898.2020.1851159,"Aimee Schwab-McCoy, Catherine M. Baker and Rebecca E. Gasper",10.1080/10691898.2020.1851159," 

https://doi.org/10.1080/10691898.2020.1851159


",Journal of Statistics and Data Science Education,sup1,S40--S50,Taylor \& Francis,"Data Science in 2020: Computing, Curricula, and Challenges for the Next 10 Years"," 

https://doi.org/10.1080/10691898.2020.1851159


",29,2021,,
article,doi:10.1080/14626268.2017.1419978,Emma Cocker,10.1080/14626268.2017.1419978," 

https://doi.org/10.1080/14626268.2017.1419978


",Digital Creativity,1,82--95,CAA Website,"What now, what next—kairotic coding and the unfolding future seized"," 

https://doi.org/10.1080/14626268.2017.1419978


",29,2018,,
article,doi:10.1080/17439884.2021.1936017,"Laura Scholes, Kathy A. Mills and Elizabeth Wallace",10.1080/17439884.2021.1936017," 

https://doi.org/10.1080/17439884.2021.1936017


","Learning, Media and Technology",2,163--178,Routledge,Boys’ gaming identities and opportunities for learning," 

https://doi.org/10.1080/17439884.2021.1936017


",47,2022,,
article,doi:10.1080/0020739X.2019.1692932,"Iwona Czaplinski, Ian W. Turner, Kate Helmstedt, Paul Corry and Dann G. Mallet",10.1080/0020739X.2019.1692932," 

https://doi.org/10.1080/0020739X.2019.1692932


",International Journal of Mathematical Education in Science and Technology,5,653--668,Taylor \& Francis,"Industry-based, transdisciplinary, complex problems as realistic settings for applying the M in STEM"," 

https://doi.org/10.1080/0020739X.2019.1692932


",52,2021,,
article,doi:10.1080/02635143.2020.1761783,Andria C. Schwortz and Andrea C. Burrows,10.1080/02635143.2020.1761783," 

https://doi.org/10.1080/02635143.2020.1761783


",Research in Science \& Technological Education,3,347--367,Routledge,Authentic science experiences with STEM datasets: post-secondary results and potential gender influences," 

https://doi.org/10.1080/02635143.2020.1761783


",39,2021,,
article,doi:10.1080/02635143.2021.1959308,"Daijiazi Tang, Miao Li and David T. Crowther",10.1080/02635143.2021.1959308," 

https://doi.org/10.1080/02635143.2021.1959308


",Research in Science \& Technological Education,3,819--837,Routledge,What matters? A case study of elementary english language learners in STEM education," 

https://doi.org/10.1080/02635143.2021.1959308


",41,2023,,
article,doi:10.1080/08993408.2018.1486120,Jason West,10.1080/08993408.2018.1486120," 

https://doi.org/10.1080/08993408.2018.1486120


",Computer Science Education,2,136--157,Routledge,Teaching data science: an objective approach to curriculum validation," 

https://doi.org/10.1080/08993408.2018.1486120


",28,2018,,
article,doi:10.1080/08993408.2018.1519322,"William Bares, Bill Manaris and Renée McCauley",10.1080/08993408.2018.1519322," 

https://doi.org/10.1080/08993408.2018.1519322


",Computer Science Education,3,191--210,Routledge,Gender equity in computer science through computing in the arts – a six-year longitudinal study," 

https://doi.org/10.1080/08993408.2018.1519322


",28,2018,,
article,doi:10.1080/09500693.2019.1647472,"Tian Luo, Jian Wang, Xiufeng Liu and Jiangping Zhou",10.1080/09500693.2019.1647472," 

https://doi.org/10.1080/09500693.2019.1647472


",International Journal of Science Education,14,1885--1904,Routledge,Development and application of a scale to measure students’ STEM continuing motivation," 

https://doi.org/10.1080/09500693.2019.1647472


",41,2019,,
article,doi:10.1080/1475939X.2021.1906312,Beomkyu Choi and Michael F. Young,10.1080/1475939X.2021.1906312," 

https://doi.org/10.1080/1475939X.2021.1906312


","Technology, Pedagogy and Education",2,217--234,Routledge,TPACK-L: teachers’ pedagogical design thinking for the wise integration of technology," 

https://doi.org/10.1080/1475939X.2021.1906312


",30,2021,,
article,doi:10.1080/0020739X.2024.2377724,"Pedro Quaresma, Vanda Santos and Joana Teles",10.1080/0020739X.2024.2377724," 

https://doi.org/10.1080/0020739X.2024.2377724


",International Journal of Mathematical Education in Science and Technology,0,1--25,Taylor \& Francis,Proof exploration using dynamic geometry systems with integrated automated deduction capabilities," 

https://doi.org/10.1080/0020739X.2024.2377724


",0,2024,,
article,doi:10.1080/03323315.2021.2022513,"Florence Gabriel, Rebecca Marrone, Ysabella Van Sebille, Vitomir Kovanovic and Maarten de Laat",10.1080/03323315.2021.2022513," 

https://doi.org/10.1080/03323315.2021.2022513


",Irish Educational Studies,1,85--106,Routledge,Digital education strategies around the world: practices and policies," 

https://doi.org/10.1080/03323315.2021.2022513


",41,2022,,
article,doi:10.1080/13596748.2024.2371651,"Luecha Ladachart, Thidarat Kaekai, Panadda Khammeetha, Nuengluethai Hipthong and Ladapa Ladachart",10.1080/13596748.2024.2371651," 

https://doi.org/10.1080/13596748.2024.2371651


",Research in Post-Compulsory Education,3,472--501,Routledge,"Thai students’ STEM identities after compulsory education by gender, educational programme, and career aspiration"," 

https://doi.org/10.1080/13596748.2024.2371651


",29,2024,,
article,doi:10.1080/15391523.2024.2399280,"Shana V. White, Sonia Koshy and Allison Scott",10.1080/15391523.2024.2399280," 

https://doi.org/10.1080/15391523.2024.2399280


",Journal of Research on Technology in Education,0,1--15,Routledge,Advancing culturally responsive-sustaining computer science through K-12 teacher professional development strategies," 

https://doi.org/10.1080/15391523.2024.2399280


",0,2024,,
article,doi:10.1080/02783193.2019.1690078,Hsiao-Ping Yu and Enyi Jen,10.1080/02783193.2019.1690078," 

https://doi.org/10.1080/02783193.2019.1690078


",Roeper Review,1,38--48,Routledge,Integrating Nanotechnology in the Science Curriculum for Elementary High-Ability Students in Taiwan: Evidenced-Based Lessons," 

https://doi.org/10.1080/02783193.2019.1690078


",42,2020,,
article,doi:10.1080/15391523.2020.1865220,Yizhou Qian and James Lehman,10.1080/15391523.2020.1865220," 

https://doi.org/10.1080/15391523.2020.1865220


",Journal of Research on Technology in Education,3,375--391,Routledge,Using an automated assessment tool to explore difficulties of middle school students in introductory programming," 

https://doi.org/10.1080/15391523.2020.1865220


",54,2022,,
article,doi:10.1080/1554480X.2022.2077338,"Georgie Tarling, Ana Melro, Judith Kleine Staarman and Taro Fujita",10.1080/1554480X.2022.2077338," 

https://doi.org/10.1080/1554480X.2022.2077338


",Pedagogies: An International Journal,4,578--595,Routledge,Making coding meaningful: university students’ perceptions of bootcamp pedagogies," 

https://doi.org/10.1080/1554480X.2022.2077338


",18,2023,,
article,doi:10.1386/padm.3.1.3\_1,Scott deLahunta and Frédéric Bevilacqua,10.1386/padm.3.1.3\_1," 


https://www.tandfonline.com/doi/pdf/10.1386/padm.3.1.3_1

",International Journal of Performance Arts and Digital Media,1,3--16,Routledge,Sharing descriptions of movement," 


https://www.tandfonline.com/doi/abs/10.1386/padm.3.1.3_1

",3,2007,,
article,doi:10.1080/07380569.2022.2075163,Yoonhee N. Lee and Meina Zhu,10.1080/07380569.2022.2075163," 

https://doi.org/10.1080/07380569.2022.2075163


",Computers in the Schools,3,274--296,Routledge,Digital Game-Based Learning Can Develop Students’ Literacy Skills and Meet Learning Standards in the US," 

https://doi.org/10.1080/07380569.2022.2075163


",39,2022,,
article,doi:10.1080/0020739X.2017.1315186,Christopher J. Sangwin and Claire O’Toole,10.1080/0020739X.2017.1315186," 

https://doi.org/10.1080/0020739X.2017.1315186


",International Journal of Mathematical Education in Science and Technology,8,1133--1152,Taylor \& Francis,Computer programming in the UK undergraduate mathematics curriculum," 

https://doi.org/10.1080/0020739X.2017.1315186


",48,2017,,
article,doi:10.1080/01587919.2024.2400256,Yang Wang,10.1080/01587919.2024.2400256," 

https://doi.org/10.1080/01587919.2024.2400256


",Distance Education,0,1--20,Routledge,The role of teaching presence in students’ behavioral engagement," 

https://doi.org/10.1080/01587919.2024.2400256


",0,2024,,
article,doi:10.1080/21670811.2014.976411,Nicholas Diakopoulos,10.1080/21670811.2014.976411," 

https://doi.org/10.1080/21670811.2014.976411


",Digital Journalism,3,398--415,Routledge,Algorithmic Accountability," 

https://doi.org/10.1080/21670811.2014.976411


",3,2015,,
article,doi:10.1080/25726668.2018.1436957,"T. Wambeke, D. Elder, A. Miller, J. Benndorf and R. Peattie",10.1080/25726668.2018.1436957," 

https://doi.org/10.1080/25726668.2018.1436957


",Mining Technology,3,115--130,Taylor \& Francis,Real-time reconciliation of a geometallurgical model based on ball mill performance measurements – a pilot study at the Tropicana gold mine," 

https://doi.org/10.1080/25726668.2018.1436957


",127,2018,,
article,doi:10.1080/24748668.2021.1951490,"Denise Martin, Peter G. O Donoghue, Jonathan Bradley and Denise McGrath",10.1080/24748668.2021.1951490," 

https://doi.org/10.1080/24748668.2021.1951490


",International Journal of Performance Analysis in Sport,6,845--888,Routledge,Developing a framework for professional practice in applied performance analysis," 

https://doi.org/10.1080/24748668.2021.1951490


",21,2021,,
article,doi:10.1080/13869795.2018.1477980,Jesse Kuokkanen and Anna-Mari Rusanen,10.1080/13869795.2018.1477980," 

https://doi.org/10.1080/13869795.2018.1477980


",Philosophical Explorations,2,282--294,Routledge,Making too many enemies: Hutto and Myin’s attack on computationalism†," 

https://doi.org/10.1080/13869795.2018.1477980


",21,2018,,
article,doi:10.1080/00313831.2021.2006301,Kajsa Bråting,10.1080/00313831.2021.2006301," 

https://doi.org/10.1080/00313831.2021.2006301


",Scandinavian Journal of Educational Research,2,225--239,Routledge,From Symbolic Manipulations to Stepwise Instructions: A Curricular Comparison of Swedish School Algebra Content over the Past 40 Years," 

https://doi.org/10.1080/00313831.2021.2006301


",67,2023,,
article,doi:10.1080/0048721X.2022.2051803,Alvin Eng Hui Lim,10.1080/0048721X.2022.2051803," 

https://doi.org/10.1080/0048721X.2022.2051803


",Religion,2,214--230,Routledge,"Lemongrass, lotteries and the digital: interfaces, mediums, and underworld gods on a live-stream"," 

https://doi.org/10.1080/0048721X.2022.2051803


",52,2022,,
article,doi:10.1080/0161956X.2017.1302219,Edward C. Fletcher Jr. and Howard R. D. Gordon,10.1080/0161956X.2017.1302219," 

https://doi.org/10.1080/0161956X.2017.1302219


",Peabody Journal of Education,2,236--253,Routledge,The Status of Career and Technical Education Undergraduate and Graduate Programs in the United States," 

https://doi.org/10.1080/0161956X.2017.1302219


",92,2017,,
article,doi:10.1080/05775132.2017.1324186,Amitai Etzioni,10.1080/05775132.2017.1324186," 

https://doi.org/10.1080/05775132.2017.1324186


",Challenge,4,327--346,Routledge,Job Collapse on the Road to New Athens," 

https://doi.org/10.1080/05775132.2017.1324186


",60,2017,,
